Title,ASIN,Batterylife_hrs,Batteries,Best_seller_rank,Brand,Card_Description,Color,Comp_memory_type,First_date_avai,Memory_size,Graphic_coprocessor,Hardware_Platform,Item_Dimension,Model_number,MaxScreen_res,OS,Power_source,Processor_brand,Processor_count,Prod_dimension,Screen_resolution,Series,Display_size
"Jumper Ebook X3 13.3'' Laptop Computers New Office 365 Personal for 1 Year, Windows 10 Laptop, Intel N3350 4GB RAM 64GB ROM, Supports up to 128GB TF Card (Gray Office 4GB)",B08HRZMQJR,,,10435,Jumper,Integrated,Gray Office 4GB,DDR3 SDRAM,2020-09-28,,Intel 500 Core,PC,12.4 x 8.1 x 0.71 ,Jumper Ebook X3,1920*1080 Lines Per Inch,Windows 10,,Intel,2,12.4 x 8.1 x 0.71 ,,,13.3
"SAMSUNG XE350XBA-K01US Chromebook 4 + Chrome OS 15.6"" Full HD Intel Celeron Processor N4000 4GB RAM 32Gb Emmc Gigabit Wi-Fi, Silver",B07XW266D9,,1 Lithium ion batteries required. (included),345,Samsung Electronics,Integrated,Silver,DDR4 SDRAM,2019-10-07,,Intel Celeron Processor N4000,PC,14.16 x 9.64 x 0.65 ,XE350XBA-K01US,1920 x 1080,Chrome OS,Battery Powered,Intel,1,14.16 x 9.64 x 0.65 ,,Chromebook 4+,15.6
"Lenovo 100E Chromebook 2ND Gen Laptop Computer, 11.6"" HD (1366 X 768) Display, MediaTek MT8173C Processor, 4GB RAM, eMMC TLC SSD, Powervr GX6250, Chrome OS, Black (32GB eMMC)",B083S134NZ,10,1 Lithium Metal batteries required. (included),7042,Lenovo,Integrated,Black,DDR4 SDRAM,2020-01-12,32,PowerVR GX6250,PC,11.42 x 8.01 x 0.8 ,81QB,1366x768 ,Chrome OS,Battery Powered,Qualcomm,2,11.42 x 8.01 x 0.8 ,,81QB0000US,11.6
"Acer Nitro 5 Gaming Laptop, 9th Gen Intel Core i7-9750H, NVIDIA GeForce RTX 2060, 15.6"" Full HD IPS 144Hz Display, 16GB DDR4, 256GB NVMe SSD, Wi-Fi 6, Waves MaxxAudio, Backlit Keyboard, AN515-54-728C",B08777BH1B,8,1 Lithium ion batteries required. (included),822,Acer,Dedicated,,DDR4 SDRAM,2020-06-01,256,NVIDIA GeForce RTX 2060,,14.31 x 10.04 x 0.96 ,AN515-54-728C,,Windows 10 Home,Battery Powered,Intel,6,14.31 x 10.04 x 0.96 ,,AN515-54-728C,15.6
"HP 15.6"" Touchscreen Laptop - 10 Gen Intel i5-1035G1 12GB SDRAM 1.0TB 5400RPM SATA Hard Drive",B0892ZYL16,,1 Lithium ion batteries required. (included),16410,HP,Integrated,Silver,DDR DRAM,2020-05-23,,Integrated Intel® UHD Graphics,PC,14.11 x 9.53 x 0.78 ,15-dw2025cl,1366 x 768 Lines Per Inch,Windows 10,,Intel,2,14.11 x 9.53 x 0.78 ,,15-dw2025cl,15.6
"Newest 2020 HP 14"" Laptop 10th Gen Intel Core i3-1005G1 Processor 1.2GHz 4GB DDR4 2666 SDRAM 128GB SSD Windows 10",B0848TB4VX,,1 Lithium ion batteries required.,5755,HP,,Pale Gold,DDR4 SDRAM,2020-01-28,128,Intel UHD Graphics,PC,12.76 x 8.86 x 0.71 ,7ZU89UA,1366 x 768 ,Windows 10,Battery Powered,Intel,2,12.76 x 8.86 x 0.71 ,1366x768,14-DQ1038WM,14
"2020 MSI GF75 Thin Gaming Laptop: 10th Gen Core i5-10300H, 512GB SSD, 17.3"" Full HD 120Hz Display, NVIDIA GTX 1650, 8GB RAM",B08F5J26M3,,1 Lithium ion batteries required.,3556,MSI,Dedicated,Black,DDR4 SDRAM,2020-07-01,512,NVIDIA GeForce GTX 1650,PC,20 x 14 x 6 ,10SCXR,1920 x 1080 ,Windows 10,Battery Powered,Intel,4,20 x 14 x 6 ,1920x1080,GF75,17.3
"2020 HP 17.3"" Laptop Computer/ 8th Gen Intel Quad-Core i5-8265U Up to 3.9GHz/ 8GB DDR4 RAM/ 256GB PCIe SSD/ DVD/ Bluetooth 4.2/ USB 3.1/ HDMI/ Windows 10 Home/ Black",B081JC228Y,,1 Lithium ion batteries required. (included),4042,HP,Integrated,,DDR4 SDRAM,2019-11-15,256,Intel UHD Graphics 620,PC,16.33 x 10.72 x 0.96 ,17-BY105,1600x900,Windows 10,Battery Powered,Intel,4,16.33 x 10.72 x 0.96 ,1600x900,17-BY105,17.3
"2 in 1 Laptop Windows 10 Laptop Computers,Ezbook X1 FHD Touch Screen Laptop Display 11.6 inch 6GB RAM 128GB ROM",B08DLV3B3K,,1 Lithium Polymer batteries required. (included),2903,Jumper,,Silver,DDR4 SDRAM,2020-07-25,128,Graphics 500 Core,PC,13.78 x 7.87 x 2.76 ,EZbook X1,1080,Windows 10,,Intel,1,13.78 x 7.87 x 2.76 ,,EZbook X1 6G 128G,11.6
"HP 15.6in Laptop (Intel Pentium Quad-Core N5000, 4GB RAM, 128GB SSD, HDMI, WiFi, Bluetooth, HD Webcam, Windows 10 S) (Renewed)",B08CQCSM7F,,,1715,HP,,Red,DDR4 SDRAM,2020-07-09,128,AMD,PC,14.11 x 9.53 x 0.78 ,HP-15.6-RP,1366 x 768 ,Windows 10 Home,Corded Electric,AMD,4,14.11 x 9.53 x 0.78 ,,HP-15.6-red,15.6
"Lenovo ideapad 15.6in IPS Laptop, 4GB Memory, 128GB Solid State Drive, Windows 10, Almond (Renewed)",B08FRQLX5G,,1 Lithium ion batteries required. (included),13312,Lenovo,,Almond,GDDR4,2020-06-18,128,Integrated Intel UHD Graphics,PC,14.1 x 9.6 x 0.7 ,i3AlmondM,1366 X 768 ,Windows 10,,Intel,2,14.1 x 9.6 x 0.7 ,,I3AlmondM,15.6
"Lenovo - IdeaPad 15.6"" Laptop - AMD Ryzen 3 - 8GB Memory - 256GB Solid State Drive - Platinum Gray/IMR",B087Z4Z21R,,1 Lithium ion batteries required. (included),2973,Lenovo,Integrated,Platinum Gray/IMR,DDR DRAM,2020-05-01,256,AMD Radeon Vega 3,PC,14.3 x 10 x 0.8 ,81UT00EAUS,1920 x 1080 (Full HD),Windows 10,AC & Battery,AMD,2,14.3 x 10 x 0.8 ,1920x1080,Lenovo Ideapad,15.6
"HP Stream 14 inches HD(1366x768) Display, Intel Celeron N4000 Dual-Core Processor, 4GB RAM, 64GB eMMC, HDMI, WiFi, Webcam, Bluetooth, Win10 S, Royal Blue(Renewed)",B08F3TNHFJ,11,1 Lithium ion batteries required. (included),2694,HP,,Royal Blue,DDR4 SDRAM,2020-08-01,64,Intel UHD Graphics 600,PC,13.2 x 8.9 x 0.7 ,8VK87UA#ABA,1366x768 ,Windows 10,Battery Powered,Intel,2,13.2 x 8.9 x 0.7 ,,HP Stream,14
"ASUS Laptop L406 Thin and Light Laptop, 14” HD Display, Intel Celeron N4000 Processor, 4GB RAM, 64GB eMMC Storage, Wi-Fi 5, Windows 10, Microsoft 365, Slate Gray, L406MA-WH02",B0892WCGZM,,1 Lithium ion batteries required. (included),1365,ASUS,Integrated,,DDR4 SDRAM,2020-10-23,64,Intel UHD Graphics 600,PC,12.8 x 8.9 x 0.7 ,L406MA-WH02,1920 x 1080 ,Windows 10 S,,Intel,2,12.8 x 8.9 x 0.7 ,1920 x 1080 pixels,ASUS Laptop L406,14
"Lenovo IdeaPad 3 17"" HD+ LED Laptop, AMD Ryzen 7 3700U (4-Core), 12GB DDR4, 1TB HDD + 128GB SSD, AMD Radeon Vega 10, WiFi, Bluetooth, Webcam, Fingerprint Reader, Media Reader, Windows 10 w/ Accessory",B08GRZJ65R,,,5811,Lenovo,,Platinum Grey,DDR4 SDRAM,2020-02-26,128,Integrated AMD Radeon Vega 3 graphics,PC,16.8 x 11.2 x 0.9 ,IdeaPad 3,1600 x 900 ,Windows 10,AC & Battery,AMD,4,16.8 x 11.2 x 0.9 ,1600x900,Ideapad 3,17.3
"Dell Latitude E7470 14in Laptop, Core i5-6300U 2.4GHz, 8GB Ram, 256GB SSD, Windows 10 Pro 64bit (Renewed)",B07GCRHS5V,,1 Lithium Polymer batteries required. (included),3994,Dell,Integrated,,DDR4 SDRAM,2018-08-11,256,Intel HD Graphics 520,PC,15 x 19 x 5 ,Latitude E7470,1366 x 768,Windows 10,Battery Powered,Intel,2,15 x 19 x 5 ,,Dell Latitude,14
Dell Inspiron 3583 15” Laptop Intel Celeron – 128GB SSD – 4GB DDR4 – 1.6GHz - Intel UHD Graphics 610 - Windows 10 Home in S Mode - Inspiron 15 3000 Series - New,B08HSNRFTX,,,2261,Dell,,,DDR4 SDRAM,2020-09-10,128,Intel UHD,PC,,Dell Inspiron 3583,1366 x 768 MP,Windows 10,,Intel,2,,,Dell Inspiron 3583,15.6
"MSI GL65 Leopard 10SFK-062 15.6"" FHD 144Hz 3ms Thin Bezel Gaming Laptop Intel Core i7-10750H RTX2070 16GB 512GB NVMe SSD Win 10",B085B3GFRL,,,312,MSI,Dedicated,,DDR4 SDRAM,2020-04-02,512,NVIDIA GeForce RTX 2070,PC,14.08 x 9.76 x 1.08 ,GL6510SFK062,1920 x 1080 ,Windows 10 Home,,Intel,6,14.08 x 9.76 x 1.08 ,,GL65 Leopard 10SFK-062,15.6
"HP Chromebook x360 14-inch HD Touchscreen Laptop, Intel Celeron N4000, 4 GB RAM, 32 GB eMMC, Chrome (14b-ca0010nr, Ceramic White/Mineral Silver)",B07VZ39199,12,1 Lithium ion batteries required. (included),321,HP,Integrated,White,SDRAM,2019-10-13,32,,Unknown,5.31 x 3.54 x 2.95 ,BR6933,1366 x 768,Chrome OS,Battery Powered,Intel,2,5.31 x 3.54 x 2.95 ,,7NV95UA#ABA,14
"2021 Newest HP Stream 14-inch HD Laptop, White, Intel N4020 up to 2.8 G, 4G RAM, 128G Space(64G eMMC+64G Micro SD), WiFi, Webcam, Bluetooth, Windows 10 S, Office 365 Personal for 1 Year, Allyflex MP",B08NHSVG6W,9,1 Lithium ion batteries required. (included),4718,HP,Integrated,Snowflake white,DDR4 SDRAM,2020-11-15,,Intel UHD Graphics 600,PC,12.76 x 8.86 x 0.71 ,HP 14 LAPTOP,1366 x 768 ,Windows 10 S,AC & Battery,Intel,2,12.76 x 8.86 x 0.71 ,1360x768,Dell Precision,14
"Daysky V14S Laptop, 14.1"" Full HD IPS Display, Intel Apollo N3450 Processor, 8GB DDR4 RAM 256GB SSD Thin and Light Computer, Backlit Keyboard, Full Metal Body, Windows 10, USB 3.0, Type C, Pink",B08LV5YSHL,,,10783,DaySky,Integrated,Pink,DDR4 SDRAM,2020-10-21,,Intel HD Graphics 500,PC,12.68 x 7.99 x 0.59 ,V14s,1920 * 1080 ,Windows 10,Battery Powered,Intel,2,12.68 x 7.99 x 0.59 ,,V14S,14.1
"HP 2018 Elitebook 840 G1 14inch HD LED-backlit anti-glare Laptop Computer, Intel Dual-Core i5-4300U up to 2.9GHz, 8GB RAM, 500GB HDD, USB 3.0, Bluetooth, Window 10 Professional (Renewed)",B07CSQDR4N,,1 Lithium Polymer batteries required. (included),1811,HP,Integrated,,DDR2 SDRAM,2018-04-07,,Intel,PC,21 x 9 x 3 ,Elitebook 840 G1,,Windows 10 Pro,Battery Powered,Intel,2,21 x 9 x 3 ,,HP EliteBook,14
"HP Stream 14"" HD Laptop , Intel Celeron N4000 , 4GB RAM, 64GB eMMC, HDMI, Webcam, WiFi, Bluetooth, Windows 10 S",B08M8P554T,11,1 Lithium ion batteries required. (included),1630,HP,,,DDR4 SDRAM,2020-10-30,64,Intel UHD Graphics 600,PC,13.27 x 8.9 x 0.7 ,14-cb172,1366x768 ,Windows 10 S,AC & Battery,Intel,2,13.27 x 8.9 x 0.7 ,1366x768,14-stream-Pink,14
"2019 HP 17.3"" HD+ Flagship Home & Business Laptop, Intel Quad Core i5-8265U Processor Upto 3.9GHz, 8GB RAM, 256GB SSD, DVD-RW, WiFi, HDMI, GbE LAN, Bluetooth, Windows 10, Black",B07VPGC74L,9,1 Lithium ion batteries required. (included),8713,HP,Integrated,Black,DDR4 SDRAM,2019-07-24,256,Intel UHD Graphics 620,PC,16.3 x 10.7 x 1 ,HP,1600 x 900,Windows 10,AC & Battery,Intel,4,16.3 x 10.7 x 1 ,1600 x 900,Business Laptop,17.3
"2020 15.6 inch Laptop, IPS Display, Intel 64-bit Quad-core celeron_j3455 Processor, 6GB RAM, 256GB SSD, scalable 1TB SSD Solid State Drive, Chocolate Keyboard, Windows 10",B08HCMJ84M,,,16616,YITAOERA,Integrated,,DDR3 SDRAM,2020-08-28,,1920x1080,PC,,NB1501A,1920x1080 ,Windows 10 Pro,Battery Powered,Intel,4,,,NB15A,15.6
"ASUS TUF FX505DT Gaming Laptop- 15.6"", 120Hz Full HD, AMD Ryzen 5 R5-3550H Processor, GeForce GTX 1650 Graphics, 8GB DDR4, 256GB PCIe SSD, RGB Keyboard, Windows 10 64-bit - FX505DT-AH51",B07VBK4SYS,,1 Lithium Metal batteries required. (included),2323,ASUS,Dedicated,,DDR4 SDRAM,2019-08-22,256,NVIDIA GeForce GTX 1650,PC,14.2 x 10.3 x 1 ,FX505DT-AH51,1920 x 1080 ,Windows 10 Home,,AMD,4,14.2 x 10.3 x 1 ,,TUF FX505DT,15.6
"Apple MacBook Air MJVM2LL/A 11.6 Inch Laptop (Intel Core i5 Dual-Core 1.6GHz up to 2.7GHz, 4GB RAM, 128GB SSD, Wi-Fi, Bluetooth 4.0, Integrated Intel HD Graphics 6000, Mac OS) (Renewed)",B07BZF4MYM,,1 Lithium Polymer batteries required. (included),753,Apple,"Intel HD Graphics 6000 (Integrated), Integrated",Silver,DDR3 SDRAM,2018-04-06,128,Intel HD Graphics 6000,,7.6 x 11.8 x 0.7 ,Apple,,MacOS 10.13 High Sierra,Battery Powered,Intel,2,7.6 x 11.8 x 0.7 ,1366 x 768,MJVM2LLA3RF,11.6
"HP 2-in-1 Convertible Chromebook, 14inch HD Touchscreen, Intel Quad-Core Pentium Silver N5030 Processor Up to 3.10GHz, 4GB Ram, 128GB SSD, Intel UHD Graphics, Webcam, Chrome OS(Renewed (14inch/128GB)",B08MBH12TZ,,1 Lithium ion batteries required. (included),3899,HP,Integrated,Silver,DDR4 SDRAM,2020-10-30,,Intel,PC,12.76 x 8.9 x 0.74 ,CA0001,1366 x 768 ,Chrome OS,,Intel,2,12.76 x 8.9 x 0.74 ,,HP 14inch Chromebook,14
"AVITA 14"" Pura [CN6Q14] AMD A9 8GB RAM 128GB SSD IPS 1920 x 1080 HD Screen Windows 10 Laptop for Online Class (Glossy Purple)",B08C4BM44L,8,1 Lithium ion batteries required. (included),3428,Avita,,Glossy Purple,DDR4 SDRAM,2020-09-28,128,AMD Radeon R5,PC,,CN6Q14,1920 x 1080 ,Windows 10,Battery Powered,AMD,2,,,Avita Pura,14
"2020 HP Laptop, 17.3"" HD+ Screen, 10th Gen Intel Core i5-1035G1 Quad-Core Processor up to 3.60GHz, 8GB DDR4 RAM, 256GB PCIe NVMe M.2 SSD, DVD-RW, HDMI, Wireless-AC, Bluetooth, Windows 10 Home, Black",B0887WHLSW,,1 Lithium ion batteries required.,19223,HP,Dedicated,Black,DDR4 SDRAM,2020-05-06,256,Intel UHD Graphics,PC,16.3 x 10.7 x 1 ,17-by3613dx,1600 x 900 ,Windows 10,Battery Powered,Intel,4,16.3 x 10.7 x 1 ,,17-BY3613DX,17.3
"2020 Dell Inspiron 15 15.6"" HD High Performance Laptop, Intel Core i3-1005G1 Processor, 4GB RAM, 128GB SSD, HDMI, USB 3.1, Webcam, Wireless-AC, Bluetooth, Wave MaxxAudio Pro, Windows 10 S, Black",B08HKT9JH9,,1 Lithium ion batteries required. (included),20521,Dell,Dedicated,Black,DDR4 SDRAM,2020-09-05,128,Integrated intel UHD,PC,15 x 12 x 1 ,inspiron 3593,768x1366 ,Windows 10 S,AC,Intel,2,15 x 12 x 1 ,1366x768,Inspiron 3000,15.6
"Acer Swift 3 Thin & Light Laptop, 14"" Full HD IPS, AMD Ryzen 7 4700U Octa-Core with Radeon Graphics, 8GB LPDDR4, 512GB NVMe SSD, Wi-Fi 6, Backlit KB, Fingerprint Reader, Alexa Built-in, SF314-42-R9YN",B086KKKT15,5,1 Lithium ion batteries required. (included),173,Acer,Integrated,Silver,DDR4 SDRAM,2020-04-27,512,,,12.73 x 8.62 x 0.63 ,SF314-42-R9YN,1920 x 1080,Windows 10 Home,Battery Powered,AMD,8,12.73 x 8.62 x 0.63 ,,SF314-42-R9YN,14
"HP Elitebook 840 G1 14.0 Inch High Performanc Laptop Computer, Intel i5 4300U up to 2.9GHz, 16GB Memory, 256GB SSD, USB 3.0, Bluetooth, Window 10 Professional (Renewed)",B07C1HV2V1,,1 Lithium ion batteries required. (included),2876,HP,Integrated,,DDR3 SDRAM,2018-04-07,240,Intel HD Graphics 4400,PC,20 x 12 x 3 ,840 G1,1366 x 768 ,Windows 10,,Intel,2,20 x 12 x 3 ,1366x768,HP EliteBook,14
"Lenovo - IdeaPad 3 17"" Laptop - AMD Ryzen 7 3700U - AMD Radeon Vega 10 - Platinum Grey12GB DDR4 RAM, 128GB PCIE SSD, 1TB HDD, Bundle with Woov Accessories - Windows 10 Home",B08JZHV4BY,7,1 Lithium ion batteries required. (included),8472,Lenovo,,Platinum Grey,DDR4 SDRAM,2020-09-24,,AMD Radeon Vega 10,PC,15.83 x 11.07 x 0.78 ,81W2004AUS,1600x900 ,Windows 10 Home,AC & Battery,AMD,4,15.83 x 11.07 x 0.78 ,1600x900,81W2004AUS,17.3
"Jumper 11.6 inch Touchscreen Laptop 6GB RAM, 128GB eMMC 360 Degree Convertible Tablet PC Windows 10 Ultrabook PC Intel Celeron Quad core Processor Supports 256GB TF Card and 1TB SSD Extension",B07RQ846B9,6,1 Lithium ion batteries required. (included),1185,Jumper,Integrated,Sliver,DDR4 SDRAM,2019-07-04,128,,Windows,,EZbook X1 128G,1920 x 1080 ,Windows 10,,Intel,1,,,Laptop,11.6
ASUS E410 Intel Celeron 4GB 128GB eMMC 14-inch Full HD LED Display Win 10 S Laptop,B08PG4BFRK,,1 Lithium Metal batteries required.,23655,,,,,2020-12-02,,,,,,,,,,,9.1 x 9.1 x 9.1 ,,,
"Lenovo 2-in-1 Convertible Laptop, 14inch FHD (1920X 1080) Touchscreen, Intel Pentium Gold 5405U 2.30GHz, 4GB DDR4 RAM, 128GB NVMe SSD, WiFi, HDMI, Windows 10- (Renewed)",B087LTKVDH,,1 Lithium ion batteries required. (included),4286,Lenovo,Integrated,Black,DDR4 SDRAM,2020-04-23,128,Intel,PC,14 x 9.99 x 0.89 ,Lenovo 14inch Laptop,1920 x 1080 ,Windows 10,,Intel,2,14 x 9.99 x 0.89 ,1920x1080,Lenovo 14inch Laptop,14
"Lenovo - Yoga 7i 2-in-1 14"" Touch Screen Laptop - Intel Evo Platform Core i5 - 12GB Memory - 512GB Solid State Drive - 82BH0006US",B08Q3KBQ4F,,1 Lithium ion batteries required. (included),27245,Lenovo,,Dark Moss,DDR3 SDRAM,2020-12-09,512,Intel Iris Graphics,PC,,82BH0006US,1920 x 1080 ,Windows 10,Battery Powered,Intel,4,,,,14
"HP 15.6inch Premium Flagship Laptop, AMD Dual-Core A9-9125 Processor Up to 2.6GHz, 4GB Ram, 500GB HDD, AMD Radeon R5 Graphics, WiFi, Bluetooth, HDMI, Win10 Home-Sliver (Renewed)",B08D73ZBFC,,,23562,HP,Integrated,Sliver,DDR4 SDRAM,2020-06-07,,Intel,PC,14.8 x 9.69 x 0.89 ,HP15.6PF,1366 x 768 ,Windows 10,Battery Powered,Intel,2,14.8 x 9.69 x 0.89 ,,15-a9125sliver,15.6
"2019 Dell Inspiron 3593 Laptop 15.6"", 10th Generation Intel Core i5-1035G1 Processor, 8GB DDR4 RAM 256GB Solid State Drive, HDMI, WiFi, Bluetooth, Windows 10, Black",B07YXWWMRL,,,6909,Dell,,,DDR4 SDRAM,2019-10-10,256,Intel® UHD Graphics,PC,14.96 x 10.16 x 0.89 ,,1920 x 1080,Windows 10,,Intel,2,14.96 x 10.16 x 0.89 ,,Dell Inspiron 3593,15.6
"Lenovo - Yoga 7i 2-in-1 15.6"" Touch Screen Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Slate Grey - 82BJ0001US",B08QN52SG9,,1 Lithium Polymer batteries required. (included),5217,Lenovo,,,DDR3 SDRAM,2020-12-15,256,Intel Iris Graphics,PC,,82BJ0001US,1920 x 1080 MP,Windows 10,Battery Powered,Intel,4,,,,15.6
"Lenovo IdeaPad 5 Laptop: 10th Gen Core i5-1035G1, 16GB RAM, 512GB SSD, 15.6"" Full HD IPS Touchscreen",B08DJXYMJL,,1 Lithium ion batteries required. (included),1996,Lenovo,,Gray,DDR4 SDRAM,2020-07-01,512,Intel UHD Graphics,PC,24 x 14 x 4 ,81YK00CGUS,1920x1080 ,Windows 10,,Intel,4,24 x 14 x 4 ,1920x1080,IdeaPad 5,15.6
"Dell Gaming G3 15 3500 - 15 Inch FHD 120Hz Refresh Rate, Intel Core i5-10300H 10th Gen, 8GB DDR4 RAM, 512GB SSD, Nvidia Geforce GTX 1650 Ti 4GB GDDR6, Windows 10 Home Eclipse Black",B08DX82SD8,,1 Lithium ion batteries required. (included),3283,Dell,NVIDIA GTX1650Ti,,DDR4 SDRAM,2020-07-29,512,NVIDIA GeForce GTX 1650,,10 x 14.39 x 0.85 ,i3500-5552BLK-PUS,1920 x 1080 ,Windows 10 Home,,Intel,4,10 x 14.39 x 0.85 ,,Marketing,15.6
"2020 Lenovo ThinkPad E15 15.6"" FHD Full HD (1920x1080) Business Laptop (Intel 10th Quad Core i5-10210U, 32GB DDR4 RAM, 1TB SSD) Type-C, HDMI, Windows 10 Pro + HDMI Cable",B086MTSCLQ,,1 Lithium ion batteries required. (included),2732,Lenovo,Integrated,Black,DDR4 SDRAM,2020-03-25,1 TB,Intel UHD Graphics 620,PC,14.48 x 9.64 x 0.74 ,ThinkPad E15,1920x1080 ,Windows 10 Pro,AC & Battery,Intel,4,14.48 x 9.64 x 0.74 ,1920x1080,ThinkPad E15 Business Laptop,15.6
"2020 Newest Dell Inspiron 15 3000 PC Laptop: 15.6"" HD Anti-Glare LED-Backlit Nontouch Display, Intel 2-Core 4205U Processor, 8GB RAM, 1TB HDD, WiFi, Bluetooth, HDMI, Webcam,DVD-RW, Win 10",B088BLZ1WK,,1 Lithium ion batteries required. (included),13375,Dell,Integrated,Black,SDRAM,2020-05-07,,Intel,PC,14.96 x 10.09 x 0.89 ,D15,1366x768 Lines Per Inch,Windows 10,Battery Powered,Intel,4,14.96 x 10.09 x 0.89 ,,D15,15.6
"2019 HP Stream Laptop 14inch, Intel Celeron N4000, Intel UHD Graphics 600, 4GB SDRAM, 32GB SSD, HDMI, Win10, 14-cb164wm Brilliant Black (Renewed)",B07XYDZ7QC,14,1 Lithium Metal batteries required. (included),2276,HP,Integrated,Brilliant Black,DDR4 SDRAM,2019-09-16,,Intel UHD Graphics 600,PC,20 x 12 x 3 ,6SH07UA,1366 x 768,Windows 10,,Intel,4,20 x 12 x 3 ,,14-cb164wm,14
"HP Chromebook 11-inch Laptop - MediaTek - MT8183 - 4 GB RAM - 32 GB eMMC Storage - 11.6-inch HD Display - with Chrome OS - (11a-na0010nr, 2020 Model, Ash Gray)",B08HJT1BKQ,,1 Lithium ion batteries required. (included),1512,HP,Integrated,Ash Gray,SDRAM,2020-08-29,32,,PC,7.59 x 11.22 x 0.66 ,11a-na0010nr,1361 x 768 ,Chrome OS,Battery,MediaTek,8,7.59 x 11.22 x 0.66 ,1366 x 768,HP 11a Chrombook,11.6
"2020 Acer Aspire 3 15.6"" Full HD 1080P Laptop PC, Intel Core i5-1035G1 Quad-Core Processor, 8GB DDR4 RAM, 256GB SSD, Ethernet, HDMI, Wi-Fi, Webcam, Numeric Keypad, Windows 10 Home, Steel Gray",B08K3NGK2Z,8,1 Lithium Metal batteries required. (included),1917,Acer,,,DDR4 SDRAM,2020-09-25,256,Integrated Intel Graphics,A315-56-594,14.3 x 9.7 x 0.78 ,A315-56-594,1920x1080 ,Windows 10,Battery Powered,Intel,4,14.3 x 9.7 x 0.78 ,1920 x 1080 pixels,A315-56-594,15.6
"Asus TUF 15.6-inch FHD Gaming Laptop, AMD Quad Core Ryzen 5 3550H Processor, Nvidia Geforce GTX 1650 4GB Graphics, 8GB DDR4 RAM, 256GB Solid State Drive, RGB Backlit Keyboard, Windows 10 Home, Black",B08H1T1SYP,,1 Lithium ion batteries required. (included),19162,ASUS,Dedicated,Black,DDR4 SDRAM,2020-08-31,256,NVIDIA GeForce GTX 1650,PC,14.17 x 10.31 x 1.02 ,Asus TUF Laptop,FHD Display,Windows 10 Home,AC & Battery,AMD,4,14.17 x 10.31 x 1.02 ,1920x1080,Asus TUF Gaming Laptop,15.6
"Lenovo Chromebook Flex 5 13"" Laptop, FHD (1920 x 1080) Touch Display, Intel Core i3-10110U Processor, 4GB DDR4 Onboard RAM, 64GB SSD, Intel Integrated Graphics, Chrome OS, 82B80006UX, Graphite Grey",B086383HC7,10,1 Lithium Polymer batteries required. (included),106,Lenovo,Integrated,Graphite Grey,DDR4 SDRAM,2020-03-18,64,Intel Integrated Graphics,Chrome,12.2 x 8.43 x 0.67 ,82B80006UX,1920 x 1080 ,Chrome OS,Battery Powered,Intel,1,12.2 x 8.43 x 0.67 ,,"ChromeBook Flex 5 13""",13.3
"VivoBook 17 17.3"" Laptop - AMD Ryzen 7 - 12GB Memory - AMD Radeon RX Vega 10 - 512GB SSD - Transparent Silver Model:X712DA-BR7N6SKU:6403423",B087ZNP8FL,,1 Lithium ion batteries required.,5523,ASUS,,Transparent Silver,DIMM,2020-05-02,512,AMD Radeon RX Vega 10,PC,16 x 10 x 0.8 ,X712DA-BR7N6,1920 x 1080 Lines Per Inch,Windows 10,,AMD,2,16 x 10 x 0.8 ,,ASUS VivoBook,17.3
"HP 2019 14"" Laptop - Intel Core i3 - 8GB Memory - 128GB Solid State Drive - Ash Silver Keyboard Frame (14-CF0014DX)",B07KNLVRJ2,,1 Lithium Metal batteries required. (included),2385,HP,Integrated,,DDR4 SDRAM,2018-11-18,128,2.4 GHz Intel Core i3,PC,32.4 x 22.6 x 2 ,14-CF0014DX,1366 x 768 ,Windows 10,,Intel,2,32.4 x 22.6 x 2 ,,HP,14
"Laptop 2in1 Computers, Windows 10 Home, Intel Celeron Quad Core, Detachable Keyboard, 10"" FHD IPS Touchscreen, 1920x1200 Pixels, 64GB Storage, Micro HDMI WiFi Bluetooth, WinBook V103",B08HWRZ8TQ,4,1 Lithium ion batteries required. (included),3198,Winnovo,,Black,DDR3 SDRAM,2020-09-12,,"Intel Cherry trail, Z8350 Quad-Core@1.92GHz",PC,9.92 x 6.77 x 0.79 ,V103,1920 x 1080 ,Windows 10 Home,AC & Battery,Intel,2,9.92 x 6.77 x 0.79 ,1920x1200,V103,10
"HP 14"" Core i3 1005G1 Up to 3.4GHz 8GB 256GB SSD 1080P 14-dq1043cl Backlit Keyboard",B08C7P19CG,,1 Lithium ion batteries required.,6510,HP,,Silver,DDR DRAM,2020-07-02,256,Intel UHD Graphics,PC,12.76 x 8.86 x 0.71 ,14-dq1043cl,1920x1080 ,Windows 10,,Intel,2,12.76 x 8.86 x 0.71 ,1920x1080,HP,14
